metrica,tipo_operacion,variacion_medida
221,AND,9.614285714285714
142,OR,35.628571428571426
221,OR,35.628571428571426
357,AND,4.1
75,AND,4.1
357,OR,21.571428571428573
75,OR,21.571428571428573
54,AND,21.057142857142857
369,AND,21.057142857142857
54,OR,14.114285714285714
369,OR,14.114285714285714
333,AND,2.5428571428571427
322,AND,2.5428571428571427
333,OR,45.142857142857146
322,OR,45.142857142857146
106,AND,3.842857142857143
87,AND,3.842857142857143
106,OR,16.17142857142857
87,OR,16.17142857142857
257,AND,16.042857142857144
63,AND,16.042857142857144
257,OR,14.028571428571428
63,OR,14.028571428571428
253,AND,15.0
39,AND,15.0
253,OR,29.87142857142857
39,OR,29.87142857142857
134,AND,12.085714285714285
64,AND,12.085714285714285
134,OR,24.17142857142857
64,OR,24.17142857142857
126,AND,1.0
127,AND,1.0
126,OR,15.342857142857143
127,OR,15.342857142857143
231,AND,1.0
284,AND,1.0
231,OR,30.52857142857143
284,OR,30.52857142857143
101,AND,1.0
161,AND,1.0
101,OR,20.685714285714287
161,OR,20.685714285714287
62,AND,16.685714285714287
67,AND,16.685714285714287
62,OR,12.985714285714286
67,OR,12.985714285714286
34,AND,19.67142857142857
287,AND,19.67142857142857
34,OR,18.9
287,OR,18.9
359,AND,16.0
301,AND,16.0
359,OR,23.485714285714284
301,OR,23.485714285714284
364,AND,1.0
229,AND,1.0
364,OR,33.08571428571429
229,OR,33.08571428571429
222,AND,5.514285714285714
121,AND,5.514285714285714
222,OR,17.4
121,OR,17.4
30,AND,1.0
88,AND,1.0
30,OR,10.014285714285714
88,OR,10.014285714285714
188,AND,1.0
168,AND,1.0
188,OR,20.957142857142856
168,OR,20.957142857142856
178,AND,5.685714285714286
89,AND,5.685714285714286
178,OR,24.47142857142857
89,OR,24.47142857142857
285,AND,7.0285714285714285
149,AND,7.0285714285714285
285,OR,17.257142857142856
149,OR,17.257142857142856
261,AND,1.0
32,AND,1.0
261,OR,17.542857142857144
32,OR,17.542857142857144
328,AND,10.985714285714286
310,AND,10.985714285714286
328,OR,33.371428571428574
310,OR,33.371428571428574
142,AND,4.9714285714285715
159,AND,4.9714285714285715
142,OR,25.142857142857142
159,OR,25.142857142857142
177,AND,14.17142857142857
99,AND,14.17142857142857
177,OR,22.0
99,OR,22.0
111,AND,13.914285714285715
215,AND,13.914285714285715
111,OR,25.814285714285713
215,OR,25.814285714285713
301,AND,1.0
278,AND,1.0
301,OR,43.15714285714286
278,OR,43.15714285714286
84,AND,5.1
97,AND,5.1
84,OR,12.014285714285714
97,OR,12.014285714285714
287,AND,1.0
335,AND,1.0
287,OR,32.142857142857146
335,OR,32.142857142857146
165,AND,10.771428571428572
137,AND,10.771428571428572
165,OR,32.42857142857143
137,OR,32.42857142857143
270,AND,4.8
120,AND,4.8
270,OR,27.02857142857143
120,OR,27.02857142857143
303,AND,3.5142857142857142
251,AND,3.5142857142857142
303,OR,36.042857142857144
251,OR,36.042857142857144
153,AND,6.0285714285714285
142,AND,6.0285714285714285
153,OR,13.6
142,OR,13.6
115,AND,5.4714285714285715
50,AND,5.4714285714285715
115,OR,11.128571428571428
50,OR,11.128571428571428
50,AND,20.9
102,AND,20.9
50,OR,25.9
102,OR,25.9
306,AND,12.82857142857143
312,AND,12.82857142857143
306,OR,25.114285714285714
312,OR,25.114285714285714
53,AND,21.52857142857143
352,AND,21.52857142857143
53,OR,14.82857142857143
352,OR,14.82857142857143
340,AND,18.642857142857142
187,AND,18.642857142857142
340,OR,44.42857142857143
187,OR,44.42857142857143
205,AND,1.0
260,AND,1.0
205,OR,22.37142857142857
260,OR,22.37142857142857
223,AND,10.242857142857142
299,AND,10.242857142857142
223,OR,17.885714285714286
299,OR,17.885714285714286
217,AND,13.957142857142857
235,AND,13.957142857142857
217,OR,42.32857142857143
235,OR,42.32857142857143
261,AND,10.957142857142857
353,AND,10.957142857142857
261,OR,24.757142857142856
353,OR,24.757142857142856
273,AND,9.385714285714286
290,AND,9.385714285714286
273,OR,26.1
290,OR,26.1
319,AND,24.642857142857142
112,AND,24.642857142857142
319,OR,31.914285714285715
112,OR,31.914285714285715
368,AND,17.571428571428573
109,AND,17.571428571428573
368,OR,20.771428571428572
109,OR,20.771428571428572
335,AND,17.485714285714284
54,AND,17.485714285714284
335,OR,14.142857142857142
54,OR,14.142857142857142
211,AND,7.285714285714286
235,AND,7.285714285714286
211,OR,43.32857142857143
235,OR,43.32857142857143
313,AND,20.685714285714287
306,AND,20.685714285714287
313,OR,23.242857142857144
306,OR,23.242857142857144
187,AND,8.157142857142857
233,AND,8.157142857142857
187,OR,14.657142857142857
233,OR,14.657142857142857
248,AND,10.342857142857143
51,AND,10.342857142857143
248,OR,23.685714285714287
51,OR,23.685714285714287
188,AND,9.571428571428571
184,AND,9.571428571428571
188,OR,43.357142857142854
184,OR,43.357142857142854
33,AND,32.27142857142857
190,AND,32.27142857142857
33,OR,48.614285714285714
190,OR,48.614285714285714
289,AND,11.814285714285715
240,AND,11.814285714285715
289,OR,19.271428571428572
240,OR,19.271428571428572
165,AND,8.685714285714285
234,AND,8.685714285714285
165,OR,36.91428571428571
234,OR,36.91428571428571
215,AND,8.757142857142858
113,AND,8.757142857142858
215,OR,40.48571428571429
113,OR,40.48571428571429
243,AND,12.114285714285714
47,AND,12.114285714285714
243,OR,13.67142857142857
47,OR,13.67142857142857
285,AND,13.971428571428572
291,AND,13.971428571428572
285,OR,21.057142857142857
291,OR,21.057142857142857
308,AND,1.0
341,AND,1.0
308,OR,39.8
341,OR,39.8
133,AND,1.0
337,AND,1.0
133,OR,33.957142857142856
337,OR,33.957142857142856
29,AND,17.885714285714286
362,AND,17.885714285714286
29,OR,19.085714285714285
362,OR,19.085714285714285
234,AND,14.9
31,AND,14.9
234,OR,12.485714285714286
31,OR,12.485714285714286
307,AND,16.814285714285713
140,AND,16.814285714285713
307,OR,23.17142857142857
140,OR,23.17142857142857
164,AND,6.371428571428571
46,AND,6.371428571428571
164,OR,23.771428571428572
46,OR,23.771428571428572
331,AND,7.9
98,AND,7.9
331,OR,25.82857142857143
98,OR,25.82857142857143
257,AND,10.6
283,AND,10.6
257,OR,22.142857142857142
283,OR,22.142857142857142
346,AND,12.342857142857143
244,AND,12.342857142857143
346,OR,23.614285714285714
244,OR,23.614285714285714
289,AND,1.0
180,AND,1.0
289,OR,38.47142857142857
180,OR,38.47142857142857
245,AND,5.142857142857143
82,AND,5.142857142857143
245,OR,16.085714285714285
82,OR,16.085714285714285
116,AND,22.6
355,AND,22.6
116,OR,22.0
355,OR,22.0
265,AND,1.0
261,AND,1.0
265,OR,25.257142857142856
261,OR,25.257142857142856
195,AND,13.7
47,AND,13.7
195,OR,24.47142857142857
47,OR,24.47142857142857
360,AND,1.0
279,AND,1.0
360,OR,29.4
279,OR,29.4
45,AND,8.642857142857142
98,AND,8.642857142857142
45,OR,14.2
98,OR,14.2
263,AND,4.9714285714285715
102,AND,4.9714285714285715
263,OR,27.557142857142857
102,OR,27.557142857142857
216,AND,11.985714285714286
194,AND,11.985714285714286
216,OR,43.07142857142857
194,OR,43.07142857142857
279,AND,8.128571428571428
171,AND,8.128571428571428
279,OR,28.214285714285715
171,OR,28.214285714285715
237,AND,6.214285714285714
203,AND,6.214285714285714
237,OR,20.614285714285714
203,OR,20.614285714285714
300,AND,1.0
340,AND,1.0
300,OR,34.214285714285715
340,OR,34.214285714285715
347,AND,16.857142857142858
342,AND,16.857142857142858
347,OR,25.242857142857144
342,OR,25.242857142857144
75,AND,27.114285714285714
46,AND,27.114285714285714
75,OR,28.87142857142857
46,OR,28.87142857142857
144,AND,18.557142857142857
339,AND,18.557142857142857
144,OR,16.3
339,OR,16.3
131,AND,17.685714285714287
279,AND,17.685714285714287
131,OR,27.785714285714285
279,OR,27.785714285714285
112,AND,11.257142857142858
364,AND,11.257142857142858
112,OR,19.9
364,OR,19.9
156,AND,6.7
230,AND,6.7
156,OR,21.728571428571428
230,OR,21.728571428571428
350,AND,1.0
299,AND,1.0
350,OR,35.871428571428574
299,OR,35.871428571428574
147,AND,4.1
295,AND,4.1
147,OR,27.5
295,OR,27.5
309,AND,25.0
91,AND,25.0
309,OR,35.6
91,OR,35.6
356,AND,21.52857142857143
126,AND,21.52857142857143
356,OR,24.457142857142856
126,OR,24.457142857142856
156,AND,15.557142857142857
146,AND,15.557142857142857
156,OR,41.214285714285715
146,OR,41.214285714285715
246,AND,12.085714285714285
89,AND,12.085714285714285
246,OR,32.3
89,OR,32.3
228,AND,8.157142857142857
95,AND,8.157142857142857
228,OR,46.957142857142856
95,OR,46.957142857142856
153,AND,10.085714285714285
111,AND,10.085714285714285
153,OR,24.65714285714286
111,OR,24.65714285714286
193,AND,10.242857142857142
248,AND,10.242857142857142
193,OR,30.12857142857143
248,OR,30.12857142857143
234,AND,2.2857142857142856
299,AND,2.2857142857142856
234,OR,41.08571428571429
299,OR,41.08571428571429
340,AND,13.871428571428572
273,AND,13.871428571428572
340,OR,27.12857142857143
273,OR,27.12857142857143
250,AND,14.357142857142858
169,AND,14.357142857142858
250,OR,36.885714285714286
169,OR,36.885714285714286
207,AND,5.014285714285714
229,AND,5.014285714285714
207,OR,32.94285714285714
229,OR,32.94285714285714
292,AND,11.057142857142857
69,AND,11.057142857142857
292,OR,24.557142857142857
69,OR,24.557142857142857
76,AND,1.0
71,AND,1.0
76,OR,10.771428571428572
71,OR,10.771428571428572
235,AND,16.485714285714284
321,AND,16.485714285714284
235,OR,31.285714285714285
321,OR,31.285714285714285
334,AND,25.142857142857142
71,AND,25.142857142857142
334,OR,17.785714285714285
71,OR,17.785714285714285
33,AND,1.0
48,AND,1.0
33,OR,8.142857142857142
48,OR,8.142857142857142
301,AND,26.114285714285714
172,AND,26.114285714285714
301,OR,37.6
172,OR,37.6
237,AND,13.242857142857142
287,AND,13.242857142857142
237,OR,21.214285714285715
287,OR,21.214285714285715
171,AND,1.0
335,AND,1.0
171,OR,27.214285714285715
335,OR,27.214285714285715
55,AND,25.7
73,AND,25.7
55,OR,21.685714285714287
73,OR,21.685714285714287
245,AND,1.0
353,AND,1.0
245,OR,35.542857142857144
353,OR,35.542857142857144
123,AND,9.057142857142857
37,AND,9.057142857142857
123,OR,6.4
37,OR,6.4
359,AND,1.0
281,AND,1.0
359,OR,30.3
281,OR,30.3
218,AND,2.5714285714285716
208,AND,2.5714285714285716
218,OR,22.5
208,OR,22.5
55,AND,9.157142857142857
247,AND,9.157142857142857
55,OR,20.857142857142858
247,OR,20.857142857142858
90,AND,12.128571428571428
60,AND,12.128571428571428
90,OR,15.67142857142857
60,OR,15.67142857142857
39,AND,5.385714285714286
345,AND,5.385714285714286
39,OR,29.514285714285716
345,OR,29.514285714285716
120,AND,1.0
183,AND,1.0
120,OR,18.114285714285714
183,OR,18.114285714285714
320,AND,1.0
202,AND,1.0
320,OR,29.714285714285715
202,OR,29.714285714285715
215,AND,8.871428571428572
358,AND,8.871428571428572
215,OR,21.114285714285714
358,OR,21.114285714285714
86,AND,3.2
172,AND,3.2
86,OR,30.3
172,OR,30.3
320,AND,16.84285714285714
328,AND,16.84285714285714
320,OR,27.214285714285715
328,OR,27.214285714285715
294,AND,1.0
369,AND,1.0
294,OR,38.371428571428574
369,OR,38.371428571428574
101,AND,2.2857142857142856
254,AND,2.2857142857142856
101,OR,20.014285714285716
254,OR,20.014285714285716
111,AND,13.857142857142858
148,AND,13.857142857142858
111,OR,28.514285714285716
148,OR,28.514285714285716
61,AND,21.17142857142857
42,AND,21.17142857142857
61,OR,18.957142857142856
42,OR,18.957142857142856
125,AND,12.67142857142857
83,AND,12.67142857142857
125,OR,30.614285714285714
83,OR,30.614285714285714
222,AND,5.614285714285714
361,AND,5.614285714285714
222,OR,25.085714285714285
361,OR,25.085714285714285
358,AND,21.32857142857143
311,AND,21.32857142857143
358,OR,26.714285714285715
311,OR,26.714285714285715
125,AND,5.985714285714286
352,AND,5.985714285714286
125,OR,21.957142857142856
352,OR,21.957142857142856
26,AND,21.114285714285714
327,AND,21.114285714285714
26,OR,17.071428571428573
327,OR,17.071428571428573
286,AND,3.657142857142857
317,AND,3.657142857142857
286,OR,41.44285714285714
317,OR,41.44285714285714
145,AND,9.228571428571428
132,AND,9.228571428571428
145,OR,24.34285714285714
132,OR,24.34285714285714
201,AND,7.7
133,AND,7.7
201,OR,27.914285714285715
133,OR,27.914285714285715
369,AND,22.585714285714285
126,AND,22.585714285714285
369,OR,21.34285714285714
126,OR,21.34285714285714
